عدد التصاريح من نسك,نوع التصريح,الجنس,اليوم
69922,عمرة,ذكر,1444/1/14
14411,روضة رجال,ذكر,1444/3/20
14862,عمرة,أنثى,1444/3/3
10200,عمرة,أنثى,1444/2/16
23248,عمرة,أنثى,1444/1/25
12700,روضة نساء,أنثى,1444/3/28
9906,عمرة,أنثى,1444/3/29
13319,عمرة,ذكر,1444/3/29
15809,روضة نساء,أنثى,1444/5/13
10580,عمرة,أنثى,1444/3/16
13848,عمرة,أنثى,1444/3/20
9927,روضة نساء,أنثى,1444/2/18
26287,عمرة,ذكر,1444/5/14
16103,روضة رجال,ذكر,1444/3/12
20431,عمرة,ذكر,1444/2/24
26980,عمرة,أنثى,1444/6/3
36774,عمرة,ذكر,1444/1/22
20920,عمرة,ذكر,1444/2/21
16208,عمرة,أنثى,1444/3/17
41224,عمرة,ذكر,1444/1/27
41013,عمرة,ذكر,1444/4/24
14011,روضة نساء,أنثى,1444/5/22
13382,عمرة,أنثى,1444/2/21
29590,عمرة,أنثى,1444/5/30
52702,عمرة,ذكر,1444/1/20
23405,عمرة,ذكر,1444/5/25
8917,عمرة,أنثى,1444/3/14
29959,عمرة,ذكر,1444/6/28
46024,عمرة,ذكر,1444/5/29
30374,عمرة,ذكر,1444/6/21
17295,روضة نساء,أنثى,1444/5/3
16963,روضة نساء,أنثى,1444/6/18
24267,عمرة,ذكر,1444/6/17
11258,روضة نساء,أنثى,1444/3/3
10707,روضة رجال,ذكر,1444/3/2
18276,روضة نساء,أنثى,1444/6/25
25741,عمرة,ذكر,1444/5/3
17154,عمرة,أنثى,1444/5/10
14547,روضة نساء,أنثى,1444/4/20
16577,روضة نساء,أنثى,1444/4/16
15697,عمرة,أنثى,1444/4/3
18071,روضة نساء,أنثى,1444/6/11
40519,عمرة,ذكر,1444/8/8
18732,روضة نساء,أنثى,1444/6/22
13713,روضة رجال,ذكر,1444/8/11
31222,عمرة,ذكر,1444/7/3
29821,عمرة,ذكر,1444/8/22
34937,عمرة,ذكر,1444/8/29
28369,عمرة,ذكر,1444/5/26
32784,عمرة,أنثى,1444/8/16
9436,عمرة,أنثى,1444/3/23
17596,روضة نساء,أنثى,1444/8/14
18682,عمرة,أنثى,1444/6/18
24539,عمرة,أنثى,1444/5/28
22838,عمرة,أنثى,1444/6/29
15153,روضة نساء,أنثى,1444/5/5
13484,عمرة,ذكر,1444/3/8
11419,روضة نساء,أنثى,1444/2/5
25960,عمرة,ذكر,1444/6/1
26654,عمرة,أنثى,1444/5/21
12798,روضة نساء,أنثى,1444/8/4
14586,روضة رجال,ذكر,1444/5/18
43376,عمرة,أنثى,1444/8/8
41015,عمرة,أنثى,1444/8/18
143764,عمرة,ذكر,1444/9/9
39328,عمرة,أنثى,1444/8/14
17537,روضة نساء,أنثى,1444/8/10
19072,عمرة,ذكر,1444/6/10
13929,روضة رجال,ذكر,1444/3/24
16228,روضة نساء,أنثى,1444/8/20
24515,عمرة,أنثى,1444/8/27
15866,روضة رجال,ذكر,1444/7/3
16940,روضة نساء,أنثى,1444/7/21
31660,عمرة,أنثى,1444/7/11
133429,عمرة,ذكر,1444/9/8
16645,روضة رجال,ذكر,1444/8/3
38010,عمرة,ذكر,1444/8/23
32191,عمرة,أنثى,1444/8/13
16678,روضة رجال,ذكر,1444/7/13
16665,روضة رجال,ذكر,1444/7/6
16673,روضة رجال,ذكر,1444/7/29
16618,روضة رجال,ذكر,1444/7/17
21771,عمرة,ذكر,1444/7/23
19380,عمرة,أنثى,1444/5/24
21335,عمرة,أنثى,1444/6/14
51365,عمرة,ذكر,1444/7/12
17489,روضة نساء,أنثى,1444/7/25
96204,عمرة,أنثى,1444/9/3
121056,عمرة,ذكر,1444/9/3
15766,روضة نساء,أنثى,1444/7/14
7806,روضة رجال,ذكر,1444/6/9
16058,روضة رجال,ذكر,1444/9/8
13603,روضة رجال,ذكر,1444/6/20
17533,روضة نساء,أنثى,1444/8/19
16571,روضة نساء,أنثى,1444/10/18
46499,عمرة,ذكر,1444/8/2
36090,عمرة,أنثى,1444/10/30
71722,عمرة,أنثى,1444/9/23
17754,روضة نساء,أنثى,1444/10/5
80844,عمرة,أنثى,1444/9/28
17117,روضة رجال,ذكر,1444/8/27
16114,روضة رجال,ذكر,1444/9/10
15057,روضة رجال,ذكر,1444/5/25
18113,روضة رجال,ذكر,1444/12/4
18210,عمرة,أنثى,1444/10/20
15150,روضة رجال,ذكر,1444/10/19
11910,روضة نساء,أنثى,1444/9/26
15653,روضة نساء,أنثى,1444/8/29
14798,عمرة,أنثى,1444/10/12
10860,روضة رجال,ذكر,1444/10/24
17635,روضة نساء,أنثى,1444/10/16
18206,روضة رجال,ذكر,1444/9/20
16925,روضة نساء,أنثى,1444/9/13
33544,عمرة,ذكر,1444/8/16
13069,روضة نساء,أنثى,1444/10/15
11763,روضة نساء,أنثى,1444/9/27
160304,عمرة,ذكر,1444/9/27
13484,روضة رجال,ذكر,1444/12/26
22572,عمرة,ذكر,1444/11/4
29352,عمرة,أنثى,1444/10/7
16915,روضة نساء,أنثى,1444/9/14
17115,روضة رجال,ذكر,1444/11/23
20502,عمرة,أنثى,1444/10/23
9729,روضة رجال,ذكر,1444/9/28
18093,روضة رجال,ذكر,1444/12/21
26742,عمرة,ذكر,1444/10/23
17727,روضة رجال,ذكر,1444/10/13
17458,روضة نساء,أنثى,1444/10/11
18148,روضة نساء,أنثى,1444/12/3
19633,عمرة,أنثى,1444/10/25
18138,روضة نساء,أنثى,1444/12/20
9493,روضة نساء,أنثى,1444/10/28
28204,عمرة,ذكر,1444/11/9
9418,روضة نساء,أنثى,1444/10/26
13361,روضة رجال,ذكر,1444/9/27
7534,روضة نساء,أنثى,1444/9/23
17700,روضة نساء,أنثى,1444/10/9
18159,روضة نساء,أنثى,1444/12/17
17773,روضة نساء,أنثى,1444/7/1
14000,روضة نساء,أنثى,1444/11/9
18128,روضة نساء,أنثى,1444/12/2
574,عمرة,أنثى,1444/11/29
25968,عمرة,ذكر,1444/11/10
8615,روضة رجال,ذكر,1444/12/14
8176,روضة نساء,أنثى,1444/2/27
30950,عمرة,ذكر,1444/2/19
9052,روضة رجال,ذكر,1444/2/9
29030,عمرة,أنثى,1444/1/22
18124,عمرة,ذكر,1444/3/5
33982,عمرة,ذكر,1444/4/3
8438,روضة رجال,ذكر,1444/1/17
16657,روضة رجال,ذكر,1444/7/25
17486,روضة رجال,ذكر,1444/8/20
7419,روضة رجال,ذكر,1444/9/29
1974,عمرة,ذكر,1444/12/1
1686,عمرة,أنثى,1444/12/4
11552,عمرة,أنثى,1444/3/5
9567,روضة رجال,ذكر,1444/2/17
11900,روضة نساء,أنثى,1444/11/13
9185,عمرة,ذكر,1444/12/27
18345,عمرة,أنثى,1444/11/9
141,عمرة,ذكر,1444/12/11
7770,روضة رجال,ذكر,1444/12/13
892,عمرة,ذكر,1444/12/3
652,عمرة,ذكر,1444/11/20
82,عمرة,ذكر,1444/12/15
18647,عمرة,أنثى,1444/11/12
33967,عمرة,ذكر,1444/1/11
1226,عمرة,ذكر,1444/12/7
125,عمرة,أنثى,1444/11/17
8681,عمرة,ذكر,1444/12/29
5895,عمرة,أنثى,1444/12/28
24772,عمرة,أنثى,1444/1/2
15214,عمرة,ذكر,1444/12/25
11676,روضة نساء,أنثى,1444/12/8
5484,عمرة,أنثى,1444/12/23
6,روضة نساء,ذكر,1444/10/4
18,روضة نساء,ذكر,1444/6/6
1,روضة نساء,ذكر,1444/6/11
5,روضة نساء,ذكر,1444/8/29
25,روضة نساء,ذكر,1444/5/1
6,روضة نساء,ذكر,1444/2/25
8,روضة نساء,ذكر,1444/9/28
11,روضة نساء,ذكر,1444/6/13
13,روضة نساء,ذكر,1444/5/4
4,روضة نساء,ذكر,1444/4/12
3,روضة نساء,ذكر,1444/1/12
2,روضة نساء,ذكر,1444/2/7
5,روضة نساء,ذكر,1444/9/4
2,روضة نساء,ذكر,1444/3/21
3,روضة نساء,ذكر,1444/4/17
1,روضة نساء,ذكر,1444/6/20
2,روضة نساء,ذكر,1444/6/14
5,روضة نساء,ذكر,1444/9/12
3,روضة نساء,ذكر,1444/8/5
2,روضة نساء,ذكر,1444/5/27
4,روضة نساء,ذكر,1444/1/22
1,روضة نساء,ذكر,1444/7/5
1,روضة نساء,ذكر,1444/12/9
1,روضة نساء,ذكر,1444/11/27
1,روضة نساء,ذكر,1444/12/23
2,روضة نساء,ذكر,1444/1/20
3,روضة رجال,أنثى,1444/6/25
1,روضة رجال,أنثى,1444/9/8
1,روضة رجال,أنثى,1444/4/8
1,روضة نساء,ذكر,1444/11/18
3,روضة رجال,أنثى,1444/1/13
1,روضة رجال,أنثى,1444/6/27
1,روضة رجال,أنثى,1444/8/7
1,روضة رجال,أنثى,1444/8/20
1,روضة نساء,ذكر,1444/4/20
1,روضة رجال,أنثى,1444/11/27
11264,روضة نساء,أنثى,1444/2/22
11120,روضة رجال,ذكر,1444/2/15
14747,روضة رجال,ذكر,1444/2/28
42587,عمرة,ذكر,1444/1/8
12219,روضة نساء,أنثى,1444/1/6
12586,عمرة,أنثى,1444/2/2
51604,عمرة,ذكر,1444/3/18
28996,عمرة,أنثى,1444/4/16
10558,عمرة,أنثى,1444/2/10
10781,روضة نساء,أنثى,1444/3/5
10637,عمرة,أنثى,1444/3/28
13843,روضة رجال,ذكر,1444/4/9
16857,عمرة,ذكر,1444/4/5
9129,روضة نساء,أنثى,1444/2/17
13856,روضة نساء,أنثى,1444/3/27
9306,روضة رجال,ذكر,1444/2/11
11673,روضة رجال,ذكر,1444/3/13
12801,روضة رجال,ذكر,1444/4/1
20185,عمرة,ذكر,1444/6/8
11612,روضة نساء,أنثى,1444/2/1
28299,عمرة,أنثى,1444/1/8
16406,عمرة,أنثى,1444/3/11
9479,روضة نساء,أنثى,1444/2/23
16847,روضة رجال,ذكر,1444/5/9
17599,عمرة,أنثى,1444/5/18
25317,عمرة,ذكر,1444/4/27
19351,عمرة,ذكر,1444/2/4
18740,روضة نساء,أنثى,1444/5/23
21208,عمرة,ذكر,1444/5/20
28190,عمرة,أنثى,1444/6/5
11794,عمرة,ذكر,1444/3/13
9209,روضة نساء,أنثى,1444/3/13
25890,عمرة,أنثى,1444/5/26
18710,روضة نساء,أنثى,1444/5/30
23781,عمرة,أنثى,1444/5/5
10642,روضة رجال,ذكر,1444/2/5
29633,عمرة,أنثى,1444/5/1
24119,عمرة,أنثى,1444/4/26
17004,روضة نساء,أنثى,1444/8/9
22824,عمرة,ذكر,1444/4/22
26063,عمرة,أنثى,1444/7/17
22204,عمرة,أنثى,1444/6/24
16656,روضة رجال,ذكر,1444/7/11
14074,روضة رجال,ذكر,1444/4/22
7951,روضة رجال,ذكر,1444/5/11
13878,روضة رجال,ذكر,1444/5/29
12586,روضة نساء,أنثى,1444/4/10
16809,روضة رجال,ذكر,1444/5/24
16385,روضة رجال,ذكر,1444/7/1
42116,عمرة,ذكر,1444/8/14
56552,عمرة,ذكر,1444/8/18
16844,روضة رجال,ذكر,1444/5/4
15817,روضة نساء,أنثى,1444/5/24
31063,عمرة,أنثى,1444/8/12
37974,عمرة,ذكر,1444/7/18
18660,روضة نساء,أنثى,1444/7/7
21207,عمرة,أنثى,1444/4/28
18514,روضة نساء,أنثى,1444/7/10
32675,عمرة,ذكر,1444/7/8
23604,عمرة,أنثى,1444/7/7
30163,عمرة,أنثى,1444/8/17
27478,عمرة,ذكر,1444/6/14
34112,عمرة,أنثى,1444/8/25
15789,روضة رجال,ذكر,1444/7/2
12613,عمرة,ذكر,1444/3/22
16622,روضة رجال,ذكر,1444/7/18
12814,روضة نساء,أنثى,1444/8/11
15959,روضة رجال,ذكر,1444/8/9
16565,روضة رجال,ذكر,1444/6/24
32409,عمرة,ذكر,1444/8/28
15975,روضة نساء,أنثى,1444/5/20
96875,عمرة,أنثى,1444/9/20
14053,روضة نساء,أنثى,1444/6/20
115911,عمرة,ذكر,1444/9/5
11549,عمرة,أنثى,1444/2/18
17948,روضة رجال,ذكر,1444/8/24
16776,روضة رجال,ذكر,1444/8/21
27981,عمرة,أنثى,1444/8/21
25931,عمرة,أنثى,1444/6/28
15976,روضة رجال,ذكر,1444/7/10
83180,عمرة,أنثى,1444/9/1
16850,روضة نساء,أنثى,1444/9/8
20858,عمرة,أنثى,1444/4/13
49838,عمرة,ذكر,1444/8/25
20325,عمرة,ذكر,1444/8/6
37519,عمرة,ذكر,1444/8/10
16664,روضة رجال,ذكر,1444/7/21
7849,روضة رجال,ذكر,1444/7/15
79761,عمرة,أنثى,1444/9/2
17554,روضة نساء,أنثى,1444/8/16
18048,روضة نساء,أنثى,1444/7/2
131224,عمرة,ذكر,1444/9/12
21577,عمرة,أنثى,1444/7/22
10586,روضة رجال,ذكر,1444/3/7
17446,روضة رجال,ذكر,1444/8/30
26535,عمرة,ذكر,1444/8/5
12873,روضة نساء,أنثى,1444/8/18
46263,عمرة,ذكر,1444/5/22
17220,روضة نساء,أنثى,1444/7/28
18625,روضة نساء,أنثى,1444/6/4
11708,روضة رجال,ذكر,1444/9/16
14985,روضة نساء,أنثى,1444/10/23
11026,روضة رجال,ذكر,1444/10/26
13619,روضة رجال,ذكر,1444/9/26
98448,عمرة,أنثى,1444/9/24
75344,عمرة,أنثى,1444/9/27
16919,روضة نساء,أنثى,1444/9/17
90494,عمرة,أنثى,1444/9/25
16909,روضة رجال,ذكر,1444/11/24
34577,عمرة,ذكر,1444/11/8
15299,روضة نساء,أنثى,1444/10/19
16637,روضة رجال,ذكر,1444/7/22
155994,عمرة,ذكر,1444/9/28
16083,روضة رجال,ذكر,1444/9/1
18086,روضة رجال,ذكر,1444/12/27
33763,عمرة,أنثى,1444/10/29
51976,عمرة,ذكر,1444/10/28
18077,روضة رجال,ذكر,1444/12/20
25169,عمرة,ذكر,1444/10/25
13660,روضة رجال,ذكر,1444/10/29
477,عمرة,ذكر,1444/11/19
6542,روضة نساء,أنثى,1444/11/3
16735,روضة نساء,أنثى,1444/11/19
18454,روضة رجال,ذكر,1444/10/6
18377,روضة رجال,ذكر,1444/10/12
7863,روضة رجال,ذكر,1444/11/3
16500,روضة رجال,ذكر,1444/10/21
18148,روضة نساء,أنثى,1444/12/23
12141,روضة نساء,أنثى,1444/12/4
9622,روضة رجال,ذكر,1444/1/20
9624,عمرة,أنثى,1444/3/15
24483,عمرة,ذكر,1444/3/19
22215,عمرة,ذكر,1444/2/7
11821,روضة نساء,أنثى,1444/9/2
28111,عمرة,أنثى,1444/1/10
4602,روضة نساء,أنثى,1444/2/6
16246,عمرة,أنثى,1444/11/10
536,عمرة,أنثى,1444/11/24
29595,عمرة,أنثى,1444/10/4
6904,روضة رجال,ذكر,1444/1/13
964,عمرة,ذكر,1444/11/29
110,عمرة,أنثى,1444/12/11
18765,عمرة,أنثى,1444/11/13
29333,عمرة,ذكر,1444/1/4
121,عمرة,ذكر,1444/12/16
23074,عمرة,أنثى,1444/1/5
20286,عمرة,أنثى,1444/11/6
27305,عمرة,ذكر,1444/1/5
6596,عمرة,أنثى,1444/12/30
124,عمرة,ذكر,1444/12/19
94,عمرة,ذكر,1444/12/12
8392,عمرة,ذكر,1444/12/28
63,عمرة,أنثى,1444/12/9
38234,عمرة,ذكر,1444/1/3
7798,عمرة,أنثى,1444/12/25
5201,عمرة,أنثى,1444/12/22
5,روضة نساء,ذكر,1444/4/27
12,روضة نساء,ذكر,1444/5/10
70,روضة نساء,ذكر,1444/3/1
19,روضة نساء,ذكر,1444/5/20
5,روضة نساء,ذكر,1444/8/1
62,عمرة,أنثى,1444/12/19
2,روضة نساء,ذكر,1444/10/8
20,روضة نساء,ذكر,1444/5/13
1,روضة نساء,ذكر,1444/10/16
14,روضة نساء,ذكر,1444/6/3
19,روضة نساء,ذكر,1444/5/6
7,روضة نساء,ذكر,1444/8/12
7,روضة نساء,ذكر,1444/8/16
11,روضة نساء,ذكر,1444/9/21
10,روضة نساء,ذكر,1444/1/26
1,روضة نساء,ذكر,1444/4/4
24,روضة نساء,ذكر,1444/6/5
5,روضة نساء,ذكر,1444/7/17
7,روضة نساء,ذكر,1444/9/25
37,عمرة,ذكر,1444/12/10
15,روضة نساء,ذكر,1444/5/12
5,روضة نساء,ذكر,1444/9/5
11,روضة نساء,ذكر,1444/9/11
2,روضة نساء,ذكر,1444/11/13
6,روضة نساء,ذكر,1444/2/11
1,روضة نساء,ذكر,1444/10/17
1,روضة نساء,ذكر,1444/4/19
1,روضة نساء,ذكر,1444/8/24
1,روضة نساء,ذكر,1444/12/3
1,روضة رجال,أنثى,1444/7/9
1,روضة رجال,أنثى,1444/11/8
1,روضة رجال,أنثى,1444/10/25
1,روضة نساء,ذكر,1444/10/19
1,روضة رجال,أنثى,1444/5/23
1,روضة رجال,أنثى,1444/6/8
1,روضة رجال,أنثى,1444/10/29
1,روضة رجال,أنثى,1444/9/5
